documento_id,classificacao_id,sha256,caminho_em_disco,tamanho_bytes
DOC-C12-001,C12,6ee5d45610b2030b4d261580ac06e3539fb78aa95d051fc1e0f22694d688d233,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/00-MERGULHE-AQUI.md,883
DOC-C12-002,C12,502e0eccfe3236313b0f452893e416d156f100497c876b7b83e314f5eb733770,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/00-MERGULHE-PAGINAS.md,141
DOC-C12-003,C12,38b1da36e2c379d2e70580e4076f43ae04a186668d8b85ae52a4f45fd482d640,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/FORM-001-ESTUDIO.md,466
DOC-C12-004,C12,7e1c03648894012428a3dd370a5cdeba4827230bea0fde5ad23a28d8d6b6d0ca,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/FORM-002-CAPTACAO.md,302
DOC-C12-005,C12,0c0996a9ca1463859b4bcf905721abff8e7dc6d18d9d7ffd7d6588abaf4489f6,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/PAG-001-INICIAL.md,320
DOC-C12-006,C12,3a235c93e42e843e7f8ca2516ae9db3659ad9afbdcbb5ae43385e5e23d795699,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/PAG-002-SERVICOS.md,281
DOC-C12-007,C12,de464ab9768330efaec5f609c46a8d4c0d799a911c5c04cdcd7c5bb0e52b7326,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/PAG-003-ESTUDIO.md,288
DOC-C12-008,C12,9ddb906d28cdf312204d67f5ff671008d09675d60ae235b5ed7c1d124227a186,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/PAG-004-LOJA.md,281
DOC-C12-009,C12,d566cc6294010360edd14f52c266e1b9cb7504d02f5d48867785cccb74f83140,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/PAG-005-BIBLIOTECA.md,291
DOC-C13-001,C13,29537f53aef8b6b7de1b6cc0464ba42f5ea714387607f24a9f40871a11050e20,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/00-MERGULHE-AQUI.md,750
DOC-C13-002,C13,85f1d2e698c5e3fe5f66a8d347f6197522da9280d6eb60d3fc7b88490787254a,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/00-MERGULHE-MATERIAIS.md,129
DOC-C13-003,C13,3e647c4d8eca9ab5edcf55c4286c38abd90831eea96050457a4d20c75840f01d,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/01-REFERENCIAS-VISUAIS/00-MERGULHE-AQUI.md,459
DOC-C13-004,C13,f8c7f91830ef12375eac13939d7e3b868cef7777c42e302c3100c117fede4301,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/01-REFERENCIAS-VISUAIS/REFERENCIAS-VISUAIS.md,596
DOC-C13-005,C13,dcb458f8ef1f8312b86385ec0755a8a45d7772967e2c76f410c3c7d5d8aa6851,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/01-REFERENCIAS-VISUAIS/referencia-biblioteca-livros-digitais.jpeg,312226
DOC-C13-006,C13,cb87d980e5ffafcd7c32692f23f63ccecc5ec008ca229c0b8dec2026df260519,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/01-REFERENCIAS-VISUAIS/referencia-livro-digital-aplicando-tdah.jpeg,295293
DOC-C13-007,C13,5e4f97e3c95e9d6f5de6c75158de15091e612883f266f0ac87de16e605350d74,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/01-REFERENCIAS-VISUAIS/referencia-livro-digital-gerenciando-tdah.jpeg,374792
DOC-C13-008,C13,6a637e7cbfc90dad00a56b36c27b805c99748a5f964ca76c6a6803d0656cc9f8,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/01-REFERENCIAS-VISUAIS/referencia-office-kit.jpeg,335972
DOC-C13-009,C13,9d8aad1055c1ce71e419c7308dcbf99bf22f8fedcb3731bd59aea96f6f93d5d1,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/01-REFERENCIAS-VISUAIS/referencia-organizacao-fisica.jpeg,292219
DOC-C13-010,C13,1a061b1a0d2d6488bab249d43d03edde042fbbde1199ca7729cfb738a3d74668,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/01-REFERENCIAS-VISUAIS/referencia-timer-45.jpeg,276362
DOC-C13-011,C13,763cf8112bb1a4baef50e8f75605f9753b523b9592cd891d21bc525bc118583a,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/02-IMAGENS/00-MERGULHE-AQUI.md,319
DOC-C13-012,C13,d1150ab0f911b0031e7c761b2883ac251547166d18c1c58d63d6495b9e37b629,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/03-VIDEOS/00-MERGULHE-AQUI.md,332
DOC-C13-013,C13,f5974c24c0934c47e766538e8ad80b63df4e51dc26375c0904d5622b2656086b,PLANO EDITORIAL-PRODUTOS-SERVICOS/05-MATERIAIS/04-ARQUIVOS-PARA-BAIXAR/00-MERGULHE-AQUI.md,399
DOC-C14-001,C14,39639c58c95b6d06e2240138f01c4d72f90e2107e4d3dacd747d8605a2b7662b,PLANO EDITORIAL-PRODUTOS-SERVICOS/06-PUBLICACAO-E-AGENDA/00-MERGULHE-AQUI.md,765
DOC-C14-002,C14,5b793f637b3a371b00d324ce5408f135b95086b2a6e194ed46be4558d6ef357c,PLANO EDITORIAL-PRODUTOS-SERVICOS/06-PUBLICACAO-E-AGENDA/00-MERGULHE-PUBLICACAO.md,139
DOC-C14-003,C14,cc73ed465ff472fc5f685cad0a401c41abaed19a1b76dee06fe97ae5d27297ae,PLANO EDITORIAL-PRODUTOS-SERVICOS/06-PUBLICACAO-E-AGENDA/PUB-001-BLOG.md,211
DOC-C14-004,C14,04827ae65cee60c76d1a9f3061cc77039b195e5e7aa14aad121b5a0d1da4513c,PLANO EDITORIAL-PRODUTOS-SERVICOS/06-PUBLICACAO-E-AGENDA/PUB-002-YOUTUBE.md,209
DOC-C14-005,C14,76af69c8769033db197bc29dc64c5f9ac6faa018838cd36a40dd203784065443,PLANO EDITORIAL-PRODUTOS-SERVICOS/06-PUBLICACAO-E-AGENDA/PUB-003-INSTAGRAM-TIKTOK.md,220
DOC-C14-006,C14,94dec7535c1f09ca96e3a2fab02dc29e3350781d23e7c535c4c53f53fbbd84bc,PLANO EDITORIAL-PRODUTOS-SERVICOS/06-PUBLICACAO-E-AGENDA/PUB-004-LINKEDIN.md,233
DOC-C14-007,C14,d170bcdfbefceee0312fd65c89bf201988ea41a74f6fac0715473543b9bbb5db,PLANO EDITORIAL-PRODUTOS-SERVICOS/06-PUBLICACAO-E-AGENDA/PUB-005-AGENDA-MESTRA.md,559
DOC-C15-001,C15,29dca52eb7b4d1f136c4bd2574245591a5aac5980e11fbbb0657bab2f5d3d24f,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/00-MERGULHE-AQUI.md,624
DOC-C15-002,C15,6d1d0165dd5452de252e1cee93c3e4631a2ceb39a284d7c7098a3cc10810a4a9,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/00-MERGULHE-CALENDARIO.md,130
DOC-C15-003,C15,9ab30f90575d3d1cf711dfa15813c3620dfed2506642e42bc01643f0ae573db1,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/01-SEMANA-25-31/00-MERGULHE-AQUI.md,1044
DOC-C15-004,C15,fc0216769018b727c587dc50a11344800f20f92dc18b32b0465ebebb40548fd9,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/01-SEMANA-25-31/D01-25-08-CENTRAL-DE-LANCAMENTO.md,2348
DOC-C15-005,C15,fc1b35134454a8e263e92f766e612929c8101e9541e53638aaae9198afbbef4d,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/01-SEMANA-25-31/D02-26-08-ROTAS-E-CHAMADAS.md,2359
DOC-C15-006,C15,cc7f6e1f32fdd25f6faf7a33cf87085f83db9721a912d3d82dfe41130506f3e1,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/01-SEMANA-25-31/D03-27-08-OFERTAS-E-CADASTROS.md,2365
DOC-C15-007,C15,7400fc1e3b011bc18399aac49364e81f416de327420521068652fc87e541c5a2,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/01-SEMANA-25-31/D04-28-08-PECA-001.md,2438
DOC-C15-008,C15,6e563ae51a0c9024ea8597356204d2ce24b467928b60e4859c794b2b0c3e0801,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/01-SEMANA-25-31/D05-29-08-PECA-002.md,2378
DOC-C15-009,C15,eb9a409f7f279587694f90c689331c526fe754ff4dddcce3daa25b1b137a11cf,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/01-SEMANA-25-31/D06-30-08-PECA-003.md,2290
DOC-C15-010,C15,6e317c4a91258c64086f5c49b5834097af1c5586c4fffc9bb56c1d6a8fc0149e,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/01-SEMANA-25-31/D07-31-08-DEMONSTRACAO-APLICATIVO.md,2366
DOC-C15-011,C15,91b75399c0c12c298076a1ff911bd8cb132c91fc9e1fee4546445f7255ccb865,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/01-SEMANA-25-31/SEMANA-01-25-31.md,457
DOC-C15-012,C15,6aa4d9b0e9c6d99b201c6620deb136eae71fdf3e77e718395953dab9b21d6059,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/02-SEMANA-01-05/00-MERGULHE-AQUI.md,902
DOC-C15-013,C15,a5a9d7e4b57ea3bf912cad39b846206a106fe5293dc9163e46e12fdbd271a90a,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/02-SEMANA-01-05/D08-01-09-DEMONSTRACAO-AGENTE-007.md,2330
DOC-C15-014,C15,91bc4d0d54dd09673854497201d998a0613694b24ad2e4321d5237519d9b9176,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/02-SEMANA-01-05/D09-02-09-MAPA-OS-E-ESTUDIO.md,2452
DOC-C15-015,C15,87d963bc38094f19682a21ddcb3c024badf4df692c8d817ae710c8d72e88ddcf,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/02-SEMANA-01-05/D10-03-09-PUBLICACAO-E-AGENDA.md,2299
DOC-C15-016,C15,fa291a0a180b0bce550387dfbfc303d18a34da12710614d2512a1a72e4941ccb,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/02-SEMANA-01-05/D11-04-09-TESTE-PONTA-A-PONTA.md,2337
DOC-C15-017,C15,b74b178ab4599a73c2de7c5d6bf2991ce9ffd9b156c8f40f5b16bcaebd911517,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/02-SEMANA-01-05/D12-05-09-CONGELAMENTO.md,2268
DOC-C15-018,C15,a0062f7f6f52542b6be98e03bcb7c0273e17cf44e35bbf9aaf5f73c966c97e54,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/02-SEMANA-01-05/SEMANA-02-01-05.md,378
DOC-C15-019,C15,a346e2e92aa63712763de5296ae802c39fdf81a1227ff696c32b1a2335af6060,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/03-FECHAMENTO-06-07/00-MERGULHE-AQUI.md,642
DOC-C15-020,C15,2ce7dd7e5063d68cf13db6188bacab90b07522eaec8d515d99a296c5270a2130,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/03-FECHAMENTO-06-07/D13-06-09-CONFERENCIA-ADMINISTRATIVA.md,2121
DOC-C15-021,C15,61205522e26c78536103900421bf21433ab516ade10fb0f7bdaf62c492e70960,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/03-FECHAMENTO-06-07/D14-07-09-LANCAMENTO.md,2097
DOC-C15-022,C15,d78789e9c0fe1b8fde2cc148d6ca8b71b648f566d0ddd06f638d6fdb2caf6a86,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/03-FECHAMENTO-06-07/FECHAMENTO-06-07.md,270
DOC-C16-001,C16,7594e7cdc59112a94fe57080857df5a9b069ad1c96a0490d534513d126eac76a,PLANO EDITORIAL-PRODUTOS-SERVICOS/08-MEDICAO-E-EVIDENCIAS/00-MERGULHE-AQUI.md,779
DOC-C16-002,C16,8e86e26347807cc69164f7400cda05eb4e79c3ba2f53a192a7a7e37908006ca9,PLANO EDITORIAL-PRODUTOS-SERVICOS/08-MEDICAO-E-EVIDENCIAS/00-MERGULHE-MEDICAO.md,140
DOC-C16-003,C16,07787aa97bb78e32ac6f4468b36afd3c8a634612b39b10dd3af74757b330bc88,PLANO EDITORIAL-PRODUTOS-SERVICOS/08-MEDICAO-E-EVIDENCIAS/MED-001-LIGACOES-E-FORMULARIOS.md,306
DOC-C16-004,C16,86772bc0f713a15f80c9037556f5018d007aaca4f93c648c3e88b9e91e90db02,PLANO EDITORIAL-PRODUTOS-SERVICOS/08-MEDICAO-E-EVIDENCIAS/MED-002-EVIDENCIAS-DE-CONCLUSAO.md,495
DOC-C16-005,C16,5983bce869b859e0063001b8ba9a65030bb5e41c8600d9bb7d8f66e557be4417,PLANO EDITORIAL-PRODUTOS-SERVICOS/08-MEDICAO-E-EVIDENCIAS/MED-003-CONFERENCIA-05-09.md,330
DOC-C16-006,C16,6e05cf1bfb02511ac2d27b533b0ce1c5305cfd98258e040b6edc5b683fd17991,PLANO EDITORIAL-PRODUTOS-SERVICOS/08-MEDICAO-E-EVIDENCIAS/MED-004-LANCAMENTO-07-09.md,405
DOC-C17-001,C17,7d4b59b548cb20d65c257d37b90118e69423b532610e7c1b3716ab166edec202,PLANO EDITORIAL-PRODUTOS-SERVICOS/09-MODELOS/00-MERGULHE-AQUI.md,534
DOC-C17-002,C17,46b5968dd5bfa50f5abc074f483988d33c65e38562728bf4d50b56c839e5237e,PLANO EDITORIAL-PRODUTOS-SERVICOS/09-MODELOS/MODELO-CHAMADA.md,208
DOC-C17-003,C17,cd0e692c46a0db389032e0d7e05576637301bea6fd0050870893a87cb548af50,PLANO EDITORIAL-PRODUTOS-SERVICOS/09-MODELOS/MODELO-DIA.md,344
DOC-C17-004,C17,1ca38e68df1f13a1ceaf2c6beb7c2ddeca1aea41e803b476f038831fc19811d2,PLANO EDITORIAL-PRODUTOS-SERVICOS/09-MODELOS/MODELO-MATERIAL.md,238
DOC-C17-005,C17,6e62cb8242ef22328ba0436db5affcf6863fcf9ecec61d12aee209caa9c8f1a6,PLANO EDITORIAL-PRODUTOS-SERVICOS/09-MODELOS/MODELO-PECA-EDITORIAL.md,508
DOC-C18-003,C18,f84ef20ffd91746b2817fd57dadae6328bdc27fdbe5a0e9fbb82b3db7c031939,PLANO EDITORIAL-PRODUTOS-SERVICOS/ARVORE-DE-PASTAS.txt,917
DOC-C18-004,C18,7dd412aa548e99e1603c2e0495bfd34d915a16cd48b2f88459034c28bce0b51e,PLANO EDITORIAL-PRODUTOS-SERVICOS/COMO-USAR.md,1343
DOC-C18-005,C18,96f381f87fe2a1037f7b0fa139db83cb96caa19be09b497a2700e5dd7b8bbe34,PLANO EDITORIAL-PRODUTOS-SERVICOS/executar_status_report_obsidian_terminal.html,9909
DOC-C03-001,C03,328ef03f81327686662b3148f023c40c740d3f9acc417257bec8e552c86d3128,RISCO-CONITIVO/Risco_Cognitivo_Hub_Editorial_v1.3/90_FONTES_ORIGINAIS/text 2.txt,1160
DOC-C03-002,C03,f6f6ae5add8ab3196e72c6184b97d1aebc53e7c7ba832342dedd9f77847781fb,RISCO-CONITIVO/Risco_Cognitivo_Hub_Editorial_v1.3/90_FONTES_ORIGINAIS/text 3.txt,34869
DOC-C03-003,C03,116070f693772d0bcd56c460d98a6c47f78e42f0ba14723445792900cb8cd63b,RISCO-CONITIVO/Risco_Cognitivo_Hub_Editorial_v1.3/90_FONTES_ORIGINAIS/text 4.txt,11397
DOC-C03-004,C03,9b633e9c41350b2d649f788b1c2761807867205d965850eece9a2d0e20e08c30,RISCO-CONITIVO/Risco_Cognitivo_Hub_Editorial_v1.3/90_FONTES_ORIGINAIS/text.txt,10158
DOC-C02-001,C02,2ae81f6bec5fac8b9997ad003147b58ab33b8f9e481545ae667642b0a9fb9456,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /RISCO_COGNITIVO_MASTER_CONTROL.txt,7474
DOC-C02-002,C02,5a4188f163e402aa8f88247805e540cf071131c4952208e8df6cdd17da6251cd,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /RISCO_COGNITIVO_MASTER_INDEX.csv,25495
DOC-C02-003,C02,805651675d7a389b317fb46f02c6d2b388e258544ae4cf8417f03def08d65ec1,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /RISCO_COGNITIVO_MASTER_INDEX.xlsx,22436
DOC-C02-004,C02,1345a5507c9cba88ecf8351d97d507b8c03f6f0a23cc232a085aa8dcbaa51938,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/EXECUTAR_ENTREGAVEIS_GATES_POR_AREA.csv,14950
DOC-C02-005,C02,5a4188f163e402aa8f88247805e540cf071131c4952208e8df6cdd17da6251cd,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /RISCO_COGNITIVO_MASTER_INDEX.csv,25495
DOC-C02-006,C02,805651675d7a389b317fb46f02c6d2b388e258544ae4cf8417f03def08d65ec1,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /RISCO_COGNITIVO_MASTER_INDEX.xlsx,22436
DOC-C02-007,C02,7148f868152ed7e72f6801a767a92acc8b6ac3087352fc5de37c951c998f0176,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/00_CONTROL/RC-000_AI_README.txt,1290
DOC-C02-008,C02,5a4188f163e402aa8f88247805e540cf071131c4952208e8df6cdd17da6251cd,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /RISCO_COGNITIVO_MASTER_INDEX.csv,25495
DOC-C02-009,C02,2ae81f6bec5fac8b9997ad003147b58ab33b8f9e481545ae667642b0a9fb9456,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /RISCO_COGNITIVO_MASTER_CONTROL.txt,7474
DOC-C02-010,C02,0dd00806eed4bbfb101d9c3becdd7f4984458cee8fc4a681bd2eb41a9552921f,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/00_CONTROL/RC-002_CONTEXT_ROUTER.txt,1480
DOC-C02-011,C02,f9b6716ec3ad02e68dccee2dd98beee7a8f8ee89a89c1ba14fd83aa43c059c1b,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/00_CONTROL/RC-003_DIRECTORY_MANIFEST.txt,1285
DOC-C02-012,C02,99ed0b984096b22993469cac3d367cfe2902884dd90ea01389e7c1e436beda45,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/01_PROJECTS/P01_LANCAMENTO_BLOG/RC-P01-ART01_MAPA_ARGUMENTATIVO.txt,942
DOC-C02-013,C02,d76b2b0d6dff9d3990fa6bba4c6ddec6591957944100f6a609ed4e90a7d71c0b,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/01_PROJECTS/P01_LANCAMENTO_BLOG/RC-P01-CAM01_CRONOGRAMA_14D.txt,760
DOC-C02-014,C02,5d477181107e177208fc73d0bdf3bec07877b9d06412fe0adbab803545982c65,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/01_PROJECTS/P01_LANCAMENTO_BLOG/RC-P01_PROJECT_BRIEF.txt,2635
DOC-C02-015,C02,38f18771e7490d79913b090df4beade883ed8d1f9986e157cda63d3ba356e6ce,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/01_PROJECTS/P02_FRAMEWORK_CERM/RC-P02-VAL01_VALIDACAO.txt,687
DOC-C02-016,C02,c02413e286e9332bffdf481938dab4fd8a92305e5047478fa44182f310cc3939,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/01_PROJECTS/P02_FRAMEWORK_CERM/RC-P02_FRAMEWORK_V0_1.txt,3103
DOC-C02-017,C02,a9d6e4108a6b6a085c19c3ea2a002a7518964bf8aee20953e88529868acb72c2,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/01_PROJECTS/P03_SITE_CMS/RC-P03_SITE_CMS_BRIEF.txt,2192
DOC-C02-018,C02,aaf059df7bd36061a294fec4ccc91102b18ffda9eb141ae387ab080b49dcb887,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/02_AREAS/A01_GOVERNANCA_EDITORIAL/RC-A01_POLITICA_EDITORIAL.txt,929
DOC-C02-019,C02,744d656fe6bd8b0928d538f256888c72838e9d679f73ef89d37c77b9eae8a98d,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/02_AREAS/A02_MARCA_DESIGN/RC-A02_BRAND_SYSTEM.txt,1012
DOC-C02-020,C02,ebd7e109fec776d4a593bad2f01410d9f09bfc46e4ba760a9b15dbf0197bba93,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/02_AREAS/A03_OPERACAO_PUBLICACAO/RC-A03_PIPELINE_EDITORIAL.txt,686
DOC-C02-021,C02,3300f8903921e64dffa968cbf1d712d0386bd7685eb907c40e6ef3b2cf7ea877,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/03_RESOURCES/R01_TDAH_FUNCOES_EXECUTIVAS/RC-R01_EVIDENCIAS_TDAH.txt,3215
DOC-C02-022,C02,d2808db7f8bb1e7c1cbdc5fd4e30bca8201bf26f841fbfca2a803990da971967,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/03_RESOURCES/R02_RISCO_GESTAO_PROJETOS/RC-R02_EVIDENCIAS_RISCO_PM.txt,2704
DOC-C02-023,C02,3faf92ed0e31309e6d98ebdba1c455fe9b7aaa0d1d4b9f6d53db8c8eb79392fe,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/03_RESOURCES/R03_TECNOLOGIA_E_PUBLICACAO/RC-R03_REFERENCIAS_TECH.txt,1231
DOC-C02-024,C02,8f28a7f1fdc19d922e329b3a8d8cb06ae7a1a411d1f448ab9d1a4de0a7d50d9d,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/04_ARCHIVES/AR01_DECISOES_SUPERADAS/RC-AR01_SUPERADOS.txt,1457
DOC-C02-025,C02,f13db71fb6031ed7725e4f69dd743310b6efea46bf25e9715f0d51955b843e78,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_OS_PARA/04_ARCHIVES/AR02_EXPERIMENTOS_VISUAIS/RC-AR02_VISUAL_HISTORY.txt,724
DOC-C02-026,C02,2ae81f6bec5fac8b9997ad003147b58ab33b8f9e481545ae667642b0a9fb9456,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /RISCO_COGNITIVO_MASTER_CONTROL.txt,7474
DOC-C02-027,C02,5a4188f163e402aa8f88247805e540cf071131c4952208e8df6cdd17da6251cd,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /RISCO_COGNITIVO_MASTER_INDEX.csv,25495
DOC-C02-028,C02,1ac0fa72374858b0d4d71cd429c6f1bd23ab57155a8d39bb115a126a4a9794d2,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_RESEARCH_BRAND_PACK/00_INDEX/RISCO_COGNITIVO_OS_PARA.zip,29280
DOC-C02-029,C02,776a8648aa16a5b123ae8159d1624457c17f8d2583f187d3a4851119f580316b,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_RESEARCH_BRAND_PACK/01_RESEARCH/RISCO_COGNITIVO_CONTACTS.csv,4308
